,Id,Age,Sex,LikeMusic,LikeTV,LikeDrawing,LikeComputer,LikeOutSport,LikeInSport,FriendCount,LikeFriendPlay,LikeAlone,FunFamily,LikeSchool,SadSchool,TiredSchool,FedSchool,FriendTalk,Bullied,BullyOthers,ChildLeftOut
710,M11354Q,7.0,Female,I like it a bit,I like it a lot,I like it a bit,I like it a lot,I like it a bit,I like it a bit,Not many,I like it a lot,Some of the time,Some of the time,I like it a bit,Some of the time,Some of the time,Some of the time,Some of the time,Some of the time,Some of the time,Some of the time
711,M11355R,7.2,Female,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a bit,I don't like it,Some,I like it a lot,Never,,I don't like it,Some of the time,All of the time,Some of the time,Some of the time,Some of the time,Never,Some of the time
712,M11356S,7.0,Female,I like it a lot,I like it a lot,I like it a bit,I like it a lot,I like it a bit,I like it a lot,Not many,I like it a lot,Some of the time,Some of the time,I like it a lot,Some of the time,Some of the time,Some of the time,Never,Some of the time,Never,Some of the time
713,M11358U,7.1,Female,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,Lots,I like it a lot,Never,All of the time,I like it a lot,Never,Never,All of the time,Never,Never,Never,Some of the time
714,M11359V,7.1,Male,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,Lots,I like it a lot,Never,All of the time,I like it a bit,Never,Some of the time,Some of the time,Never,Some of the time,Never,Some of the time
715,M11360N,6.8,Male,I like it a lot,I like it a bit,I like it a lot,I like it a bit,I like it a lot,I don't like it,Not many,I like it a lot,All of the time,All of the time,I don't like it,Never,Never,Never,Never,All of the time,Never,Some of the time
716,M11365T,7.5,Male,I like it a bit,I like it a lot,I like it a bit,I like it a lot,I like it a lot,I like it a lot,Lots,I like it a lot,Never,Some of the time,I like it a bit,Some of the time,Some of the time,Some of the time,Some of the time,Never,Never,Never
717,M11366U,7.2,Male,I like it a bit,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I don't like it,Lots,I like it a lot,Never,All of the time,I don't like it,Never,Some of the time,,All of the time,Some of the time,All of the time,All of the time
718,M11367V,7.3,Male,I like it a bit,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I don't like it,Some,I like it a lot,Never,Some of the time,I like it a lot,Some of the time,Some of the time,Never,Some of the time,Never,Never,Never
719,M11369X,7.0,Male,I like it a lot,I like it a bit,I like it a bit,I like it a lot,I like it a lot,I like it a lot,Not many,I like it a lot,Some of the time,All of the time,I don't like it,All of the time,All of the time,All of the time,All of the time,Some of the time,Some of the time,Never
720,M11370Q,7.3,Male,I like it a bit,I like it a lot,I like it a bit,I like it a lot,I like it a bit,I don't like it,Lots,I like it a bit,Some of the time,All of the time,I like it a bit,Never,Some of the time,Some of the time,Never,Some of the time,Some of the time,Some of the time
721,M11372S,7.3,Male,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a bit,Not many,I like it a bit,Some of the time,All of the time,I like it a bit,Some of the time,All of the time,All of the time,Some of the time,All of the time,All of the time,All of the time
722,M11374U,7.5,Female,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,Lots,I like it a lot,Never,All of the time,I like it a lot,Never,Some of the time,Never,Never,Some of the time,Some of the time,Never
723,M11375V,7.5,Female,I like it a bit,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,Not many,I like it a bit,Never,All of the time,I don't like it,Never,All of the time,All of the time,All of the time,Some of the time,Never,All of the time
724,M11378Y,6.7,Female,I don't like it,I like it a lot,I like it a bit,I like it a bit,I like it a lot,,Lots,I like it a lot,,,,,,,,,,
725,M11379Z,7.0,Male,I don't like it,I like it a bit,I like it a lot,I like it a lot,I like it a lot,I like it a bit,Some,I like it a lot,Never,All of the time,I like it a lot,Never,All of the time,Never,Some of the time,Never,Never,Some of the time
726,M11380S,6.9,Female,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,Lots,I like it a lot,Some of the time,All of the time,I like it a lot,Some of the time,Some of the time,Some of the time,Some of the time,Some of the time,Some of the time,Some of the time
727,M11381T,7.3,Male,I like it a bit,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,Some,I like it a lot,All of the time,All of the time,I don't like it,Some of the time,All of the time,All of the time,Some of the time,Some of the time,Some of the time,Some of the time
728,M11383V,7.3,Male,I like it a bit,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,Lots,I like it a lot,Never,All of the time,I like it a bit,Some of the time,Some of the time,Some of the time,Some of the time,Some of the time,Never,Some of the time
729,M11385X,8.1,,,,,,,,,,,,,,,,,,,
730,M11386Y,7.1,Male,I like it a lot,I like it a lot,I like it a bit,I don't like it,I like it a lot,I like it a lot,Lots,I like it a lot,Some of the time,All of the time,I like it a lot,Some of the time,All of the time,Never,Never,,Never,Never
731,M11390U,7.4,Male,I don't like it,I like it a lot,I don't like it,I like it a lot,I like it a lot,I don't like it,Not many,I like it a lot,Never,All of the time,I don't like it,Some of the time,All of the time,All of the time,All of the time,All of the time,All of the time,Some of the time
732,M11392W,7.8,Female,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,Lots,I like it a lot,Never,All of the time,I like it a lot,Never,Never,Never,Some of the time,Never,Never,Never
733,M11395Z,7.1,Male,,,,,,,,,,,,,,,,,,
734,M11396A,7.2,Female,I like it a lot,I like it a bit,I like it a lot,I like it a bit,I like it a bit,I like it a lot,Some,I like it a lot,,,I like it a lot,Some of the time,Some of the time,Some of the time,Some of the time,Never,Never,Some of the time
735,M11397B,7.7,Male,I like it a bit,I like it a bit,I like it a lot,I like it a lot,I like it a lot,I like it a bit,Lots,I like it a lot,Some of the time,Some of the time,I like it a lot,Some of the time,Never,Never,Some of the time,Never,Never,Never
736,M11398C,6.8,Female,I like it a lot,I like it a bit,I like it a lot,I like it a lot,I like it a bit,I like it a lot,Some,I like it a lot,Never,All of the time,I like it a bit,All of the time,Never,Never,Never,Some of the time,Never,Never
737,M11401E,7.2,Female,I like it a bit,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,Lots,I like it a lot,Never,All of the time,I like it a bit,Some of the time,Some of the time,All of the time,Some of the time,Never,Never,Some of the time
738,M11403G,7.1,Male,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,Lots,I like it a lot,All of the time,All of the time,I like it a lot,Never,Never,Never,Never,Never,Never,Never
739,M11405J,7.5,Male,I like it a bit,I like it a lot,I like it a lot,I like it a bit,I like it a lot,I like it a lot,Lots,I like it a lot,Never,All of the time,I like it a bit,Some of the time,Some of the time,All of the time,All of the time,Never,Never,Some of the time
740,M11410F,7.4,Male,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a bit,I don't like it,Lots,I like it a lot,,,,,,Some of the time,All of the time,Never,Some of the time,Never
741,M11412H,7.0,Female,I like it a bit,I like it a lot,I like it a lot,I like it a lot,I don't like it,I like it a bit,Not many,I like it a lot,All of the time,Never,I like it a lot,Never,Never,Never,Never,Never,Never,Never
742,M11413J,7.1,Male,I like it a bit,I like it a lot,I like it a lot,I like it a lot,I like it a bit,I like it a bit,Some,I like it a lot,Never,Some of the time,I don't like it,Some of the time,All of the time,All of the time,Never,Never,Never,Never
743,M11416M,7.2,Male,I like it a bit,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a bit,Lots,I like it a lot,Some of the time,All of the time,I like it a lot,Some of the time,Some of the time,Never,Never,Some of the time,Never,Some of the time
744,M11417N,7.0,Male,I like it a bit,I like it a lot,I like it a bit,I like it a lot,I like it a bit,I like it a bit,Not many,I like it a bit,Never,All of the time,I like it a bit,Some of the time,All of the time,Some of the time,Some of the time,Some of the time,Some of the time,Some of the time
745,M11418P,7.3,Female,I like it a bit,I like it a lot,I like it a lot,I like it a lot,I like it a bit,I like it a lot,Some,I like it a lot,Never,All of the time,I like it a lot,Never,Never,Never,Never,Never,Never,Some of the time
746,M11420H,7.1,Male,I like it a bit,I like it a bit,I don't like it,I like it a lot,I like it a lot,I like it a lot,Lots,I like it a bit,Some of the time,Some of the time,I like it a lot,Some of the time,Some of the time,All of the time,All of the time,Never,All of the time,All of the time
747,M11422K,7.2,Male,I like it a bit,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,Lots,I like it a lot,Never,All of the time,I like it a lot,Never,Never,Never,Some of the time,Never,Never,Never
748,M11423L,7.1,Male,I like it a bit,I like it a lot,I don't like it,I like it a lot,I like it a lot,I like it a lot,Lots,I like it a lot,Never,Some of the time,I like it a bit,Never,Some of the time,Some of the time,Never,Never,Some of the time,Some of the time
749,M11424M,7.5,Male,I don't like it,I like it a lot,I like it a bit,I like it a lot,I don't like it,I like it a bit,Not many,I like it a lot,Never,Never,I don't like it,Never,All of the time,All of the time,Never,All of the time,Never,All of the time
750,M11430K,7.0,Male,I like it a bit,I like it a lot,I like it a bit,I like it a lot,I like it a lot,I like it a bit,Not many,I like it a lot,All of the time,Some of the time,I like it a bit,Never,Some of the time,Never,Never,Never,Never,Never
751,M11432M,7.3,Male,I like it a bit,I like it a lot,I like it a bit,I like it a lot,I like it a lot,I like it a lot,Lots,I like it a lot,Never,Some of the time,I like it a lot,Some of the time,All of the time,Some of the time,Never,Some of the time,Never,All of the time
752,M11433N,7.4,,,,,,,,,,,,,,,,,,,
753,M11434P,7.2,Female,I like it a lot,I don't like it,I like it a lot,I like it a bit,I like it a lot,I like it a bit,Lots,I like it a lot,Never,All of the time,I like it a lot,Some of the time,Some of the time,Never,Never,Some of the time,Never,Some of the time
754,M11439U,6.9,Male,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,Lots,I like it a lot,Never,All of the time,I like it a lot,Never,Never,Never,Never,Never,Never,Never
755,M11442P,7.2,Female,I like it a lot,I like it a lot,I like it a bit,I like it a lot,I don't like it,I like it a lot,Some,I like it a lot,All of the time,All of the time,I like it a bit,Some of the time,All of the time,Never,All of the time,Never,Never,All of the time
756,M11444R,7.4,Female,I like it a lot,I like it a bit,I like it a lot,I like it a bit,I like it a lot,I like it a lot,Lots,I like it a lot,Some of the time,Some of the time,I like it a lot,Some of the time,All of the time,Some of the time,Never,Never,Never,Some of the time
757,M11446T,7.0,Male,I like it a bit,I like it a lot,I don't like it,I like it a bit,I don't like it,I don't like it,Lots,I like it a bit,,,I don't like it,All of the time,All of the time,All of the time,Some of the time,All of the time,Never,All of the time
758,M11447U,7.4,Female,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,Lots,I like it a lot,All of the time,All of the time,I like it a bit,Some of the time,Some of the time,Never,Some of the time,Some of the time,Some of the time,Never
759,M11449W,7.2,,,,,,,,,,,,,,,,,,,
760,M11451Q,7.6,,,,,,,,,,,,,,,,,,,
761,M11455U,7.3,Female,I like it a lot,I like it a bit,I don't like it,I like it a lot,I like it a bit,I don't like it,Lots,I like it a lot,Never,All of the time,I like it a lot,Never,Never,Never,Never,Some of the time,Never,Never
762,M11456V,7.4,Male,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,Lots,I like it a lot,Never,All of the time,I like it a lot,Never,Some of the time,Never,Never,Never,Never,Some of the time
763,M11458X,7.2,Male,I like it a bit,I like it a lot,I like it a bit,I like it a lot,I like it a bit,I don't like it,Not many,I like it a lot,Never,All of the time,I like it a lot,Never,All of the time,Never,Never,Never,Never,Never
764,M11460R,7.2,Male,I like it a bit,I like it a lot,I like it a bit,I like it a lot,I like it a lot,I like it a bit,Some,I like it a lot,Some of the time,All of the time,I like it a lot,Never,Some of the time,Never,Never,All of the time,Never,Some of the time
765,M11461S,7.1,Female,I like it a lot,I like it a lot,I like it a bit,I like it a lot,I like it a lot,I like it a bit,Lots,I like it a lot,Some of the time,All of the time,I like it a lot,Some of the time,All of the time,Never,Never,Some of the time,Never,Some of the time
